threshold,r_zero
0.0,0.0
0.05,0.0
0.1,0.0
0.15,0.0
0.2,0.0
0.25,0.001385809312638581
0.3,0.008869179600886918
0.35,0.02854767184035477
0.4,0.06901330376940133
0.45,0.14162971175166297
0.5,0.2258869179600887
0.55,0.3143015521064302
0.6,0.44567627494456763
0.65,0.5343680709534369
0.7,0.6094789356984479
0.75,0.710920177383592
0.8,0.7594235033259423
0.85,0.8203991130820399
0.9,0.8835920177383592
0.95,0.9223946784922394
1.0,1.0
