threshold,r_zero
0.0,0.0
0.05,0.0
0.1,0.0
0.15,0.0
0.2,0.0
0.25,0.012903225806451613
0.3,0.05574193548387097
0.35,0.14787096774193548
0.4,0.23174193548387098
0.45,0.34838709677419355
0.5,0.45625806451612905
0.55,0.5424516129032259
0.6,0.64
0.65,0.7282580645161291
0.7,0.7969032258064516
0.75,0.8663225806451613
0.8,0.9181935483870968
0.85,0.9481290322580646
0.9,0.968516129032258
0.95,0.9829677419354839
1.0,1.0
