obj,min,max,average
$f_1$,0.0,1.0,0.19835473773333412
$f_2$,0.0,1.0,0.39903137372537184
$f_3$,0.0,1.0,0.34588352972537423
$f_4$,0.0,1.0,0.38407980462288516
$f_5$,0.0,1.0,0.3399058760358219
$f_6$,0.0,1.0,0.12444104477014972
