obj,res,zero,up,down
$f_{1}-f_{2}$,-0.03467484008092528,0,0.5,-0.5
$f_{1}-f_{3}$,-0.12820077191800866,0,0.5,-0.5
$f_{1}-f_{4}$,-0.07981175404180743,0,0.5,-0.5
$f_{1}-f_{5}$,-0.00963281772800679,0,0.5,-0.5
$f_{1}-f_{6}$,-0.08569629816989488,0,0.5,-0.5
$f_{2}-f_{3}$,-0.23202402329366656,0,0.5,-0.5
$f_{2}-f_{4}$,-0.14451814406650926,0,0.5,-0.5
$f_{2}-f_{5}$,-0.0883082426864627,0,0.5,-0.5
$f_{2}-f_{6}$,-0.009129825326340865,0,0.5,-0.5
$f_{3}-f_{4}$,0.4678108220825512,0,0.5,-0.5
$f_{3}-f_{5}$,-0.5122827478871778,0,0.5,-0.5
$f_{3}-f_{6}$,-0.09378320177257159,0,0.5,-0.5
$f_{4}-f_{5}$,-0.5184782724968576,0,0.5,-0.5
$f_{4}-f_{6}$,-0.037662937962524894,0,0.5,-0.5
$f_{5}-f_{6}$,0.034901756539626023,0,0.5,-0.5
