obj,res,zero,up,down
$f_{1}-f_{2}$,0.04481514074622059,0,0.5,-0.5
$f_{1}-f_{3}$,0.018226280710974624,0,0.5,-0.5
$f_{1}-f_{4}$,0.03569501158672316,0,0.5,-0.5
$f_{1}-f_{5}$,-0.06461369194755447,0,0.5,-0.5
$f_{1}-f_{6}$,-0.03379424872852249,0,0.5,-0.5
$f_{2}-f_{3}$,-0.33108966443960186,0,0.5,-0.5
$f_{2}-f_{4}$,-0.1194216132489496,0,0.5,-0.5
$f_{2}-f_{5}$,-0.07680822201628115,0,0.5,-0.5
$f_{2}-f_{6}$,0.06603353921601936,0,0.5,-0.5
$f_{3}-f_{4}$,0.526378485000599,0,0.5,-0.5
$f_{3}-f_{5}$,-0.5191772533559098,0,0.5,-0.5
$f_{3}-f_{6}$,-0.16305127411525416,0,0.5,-0.5
$f_{4}-f_{5}$,-0.6513784206420856,0,0.5,-0.5
$f_{4}-f_{6}$,-0.09440338808848599,0,0.5,-0.5
$f_{5}-f_{6}$,0.06247348822366273,0,0.5,-0.5
