obj,res,zero,up,down
$f_{1}-f_{2}$,-0.0043597026130227845,0,0.5,-0.5
$f_{1}-f_{3}$,-0.1879155505705933,0,0.5,-0.5
$f_{1}-f_{4}$,-0.1382155619075814,0,0.5,-0.5
$f_{1}-f_{5}$,0.05958426670879241,0,0.5,-0.5
$f_{1}-f_{6}$,-0.07449564196482898,0,0.5,-0.5
$f_{2}-f_{3}$,-0.15458824719553257,0,0.5,-0.5
$f_{2}-f_{4}$,-0.10600586696558305,0,0.5,-0.5
$f_{2}-f_{5}$,-0.056641691940023345,0,0.5,-0.5
$f_{2}-f_{6}$,0.012780098752006287,0,0.5,-0.5
$f_{3}-f_{4}$,0.4466775470288051,0,0.5,-0.5
$f_{3}-f_{5}$,-0.6335478419741479,0,0.5,-0.5
$f_{3}-f_{6}$,-0.003276138233952851,0,0.5,-0.5
$f_{4}-f_{5}$,-0.5109349134082442,0,0.5,-0.5
$f_{4}-f_{6}$,0.029831050071813154,0,0.5,-0.5
$f_{5}-f_{6}$,-0.07270678081158798,0,0.5,-0.5
