obj,res,zero,up,down
$f_{1}-f_{2}$,0.055640528547051434,0,0.5,-0.5
$f_{1}-f_{3}$,-0.0003177697895322765,0,0.5,-0.5
$f_{1}-f_{4}$,0.01456381529373366,0,0.5,-0.5
$f_{1}-f_{5}$,-0.051073673542697234,0,0.5,-0.5
$f_{1}-f_{6}$,-0.026413525583835723,0,0.5,-0.5
$f_{2}-f_{3}$,-0.1562440941259031,0,0.5,-0.5
$f_{2}-f_{4}$,-0.02535344818922245,0,0.5,-0.5
$f_{2}-f_{5}$,-0.12727618529284782,0,0.5,-0.5
$f_{2}-f_{6}$,0.03256816580150848,0,0.5,-0.5
$f_{3}-f_{4}$,0.5651268500370104,0,0.5,-0.5
$f_{3}-f_{5}$,-0.6494674109511331,0,0.5,-0.5
$f_{3}-f_{6}$,-0.08930159336325172,0,0.5,-0.5
$f_{4}-f_{5}$,-0.6611389408349014,0,0.5,-0.5
$f_{4}-f_{6}$,-0.04577968222182826,0,0.5,-0.5
$f_{5}-f_{6}$,0.019333015120459096,0,0.5,-0.5
