obj,res,zero,up,down
$f_{1}-f_{2}$,-0.0014629065127641787,0,0.5,-0.5
$f_{1}-f_{3}$,-0.14274521867269563,0,0.5,-0.5
$f_{1}-f_{4}$,-0.12900742576969304,0,0.5,-0.5
$f_{1}-f_{5}$,-0.002579169195983777,0,0.5,-0.5
$f_{1}-f_{6}$,-0.03077145881549614,0,0.5,-0.5
$f_{2}-f_{3}$,-0.3719349038367054,0,0.5,-0.5
$f_{2}-f_{4}$,-0.27718436753322373,0,0.5,-0.5
$f_{2}-f_{5}$,0.029964479096531032,0,0.5,-0.5
$f_{2}-f_{6}$,-0.14388910076394726,0,0.5,-0.5
$f_{3}-f_{4}$,0.4390240568613651,0,0.5,-0.5
$f_{3}-f_{5}$,-0.1600405826141153,0,0.5,-0.5
$f_{3}-f_{6}$,0.03844765245711169,0,0.5,-0.5
$f_{4}-f_{5}$,-0.39173526338702447,0,0.5,-0.5
$f_{4}-f_{6}$,-0.022901820153238,0,0.5,-0.5
$f_{5}-f_{6}$,0.009355501084522967,0,0.5,-0.5
