obj,res,zero,up,down
$f_{1}-f_{2}$,0.05873419237548773,0,0.5,-0.5
$f_{1}-f_{3}$,0.012301825955442885,0,0.5,-0.5
$f_{1}-f_{4}$,0.05732186631783085,0,0.5,-0.5
$f_{1}-f_{5}$,-0.09605844153338766,0,0.5,-0.5
$f_{1}-f_{6}$,-0.021008181687854573,0,0.5,-0.5
$f_{2}-f_{3}$,-0.26268182776357407,0,0.5,-0.5
$f_{2}-f_{4}$,-0.11006797620659661,0,0.5,-0.5
$f_{2}-f_{5}$,-0.10371726156534199,0,0.5,-0.5
$f_{2}-f_{6}$,0.05458492696849564,0,0.5,-0.5
$f_{3}-f_{4}$,0.5537778276018942,0,0.5,-0.5
$f_{3}-f_{5}$,-0.54790512163563,0,0.5,-0.5
$f_{3}-f_{6}$,0.013402066641376675,0,0.5,-0.5
$f_{4}-f_{5}$,-0.6551590379946635,0,0.5,-0.5
$f_{4}-f_{6}$,0.04869423374686672,0,0.5,-0.5
$f_{5}-f_{6}$,-0.09437409177336611,0,0.5,-0.5
