obj,res,zero,up,down
$f_{1}-f_{2}$,-0.06022504047699061,0,0.5,-0.5
$f_{1}-f_{3}$,-0.29579454439733527,0,0.5,-0.5
$f_{1}-f_{4}$,-0.15623736336151203,0,0.5,-0.5
$f_{1}-f_{5}$,-0.005641583649285783,0,0.5,-0.5
$f_{1}-f_{6}$,-0.09996936483457589,0,0.5,-0.5
$f_{2}-f_{3}$,-0.2834676916224454,0,0.5,-0.5
$f_{2}-f_{4}$,-0.16660082601263265,0,0.5,-0.5
$f_{2}-f_{5}$,-0.040917840081773266,0,0.5,-0.5
$f_{2}-f_{6}$,-0.01500573377823364,0,0.5,-0.5
$f_{3}-f_{4}$,0.2715497049857617,0,0.5,-0.5
$f_{3}-f_{5}$,-0.2816283330139328,0,0.5,-0.5
$f_{3}-f_{6}$,-0.020169311013673363,0,0.5,-0.5
$f_{4}-f_{5}$,-0.4047352634457582,0,0.5,-0.5
$f_{4}-f_{6}$,0.010246991563391589,0,0.5,-0.5
$f_{5}-f_{6}$,-0.02100004979280442,0,0.5,-0.5
