obj,res,zero,up,down
$f_{1}-f_{2}$,-0.108191996527525,0,0.5,-0.5
$f_{1}-f_{3}$,-0.07623484314970903,0,0.5,-0.5
$f_{1}-f_{4}$,-0.0743419639068399,0,0.5,-0.5
$f_{1}-f_{5}$,0.0632721679735535,0,0.5,-0.5
$f_{1}-f_{6}$,-0.05141684817782285,0,0.5,-0.5
$f_{2}-f_{3}$,-0.3840578723242065,0,0.5,-0.5
$f_{2}-f_{4}$,0.1037295984769763,0,0.5,-0.5
$f_{2}-f_{5}$,-0.33159697105896235,0,0.5,-0.5
$f_{2}-f_{6}$,0.09886835973063858,0,0.5,-0.5
$f_{3}-f_{4}$,0.20890816018793423,0,0.5,-0.5
$f_{3}-f_{5}$,-0.2066403230347182,0,0.5,-0.5
$f_{3}-f_{6}$,0.006770881964624797,0,0.5,-0.5
$f_{4}-f_{5}$,-0.5328719075083475,0,0.5,-0.5
$f_{4}-f_{6}$,0.09863802826105056,0,0.5,-0.5
$f_{5}-f_{6}$,-0.14187463067583875,0,0.5,-0.5
