obj,res,zero,up,down
$f_{1}-f_{2}$,-0.0566570080574818,0,0.5,-0.5
$f_{1}-f_{3}$,-0.26277626652665603,0,0.5,-0.5
$f_{1}-f_{4}$,-0.1616129438877275,0,0.5,-0.5
$f_{1}-f_{5}$,0.030165397412589588,0,0.5,-0.5
$f_{1}-f_{6}$,-0.04870548908647856,0,0.5,-0.5
$f_{2}-f_{3}$,-0.1923566301068254,0,0.5,-0.5
$f_{2}-f_{4}$,-0.13715521818037693,0,0.5,-0.5
$f_{2}-f_{5}$,-0.10825207765258175,0,0.5,-0.5
$f_{2}-f_{6}$,0.0063367928680369365,0,0.5,-0.5
$f_{3}-f_{4}$,0.42017883821959473,0,0.5,-0.5
$f_{3}-f_{5}$,-0.4590452640576822,0,0.5,-0.5
$f_{3}-f_{6}$,-0.0012488274755462427,0,0.5,-0.5
$f_{4}-f_{5}$,-0.4215649681417763,0,0.5,-0.5
$f_{4}-f_{6}$,0.013528896190447484,0,0.5,-0.5
$f_{5}-f_{6}$,-0.05962553548431984,0,0.5,-0.5
