obj,res,zero,up,down
$f_{1}-f_{2}$,0.0805968086798442,0,0.5,-0.5
$f_{1}-f_{3}$,-0.06500437794129332,0,0.5,-0.5
$f_{1}-f_{4}$,-0.029107884773411998,0,0.5,-0.5
$f_{1}-f_{5}$,0.003389905311870776,0,0.5,-0.5
$f_{1}-f_{6}$,-0.018634639515538842,0,0.5,-0.5
$f_{2}-f_{3}$,-0.2924410487826018,0,0.5,-0.5
$f_{2}-f_{4}$,-0.14845434851150796,0,0.5,-0.5
$f_{2}-f_{5}$,-0.04221738368068732,0,0.5,-0.5
$f_{2}-f_{6}$,0.028524507390485242,0,0.5,-0.5
$f_{3}-f_{4}$,0.5006306538519417,0,0.5,-0.5
$f_{3}-f_{5}$,-0.5897940233590562,0,0.5,-0.5
$f_{3}-f_{6}$,-0.15192969416648797,0,0.5,-0.5
$f_{4}-f_{5}$,-0.5934907712716979,0,0.5,-0.5
$f_{4}-f_{6}$,-0.06699043735865783,0,0.5,-0.5
$f_{5}-f_{6}$,0.08777450667895023,0,0.5,-0.5
