obj,res,zero,up,down
$f_{1}-f_{2}$,-0.15722815027682982,0,0.5,-0.5
$f_{1}-f_{3}$,0.01856898161135911,0,0.5,-0.5
$f_{1}-f_{4}$,-0.044408844423619954,0,0.5,-0.5
$f_{1}-f_{5}$,0.07809386002403498,0,0.5,-0.5
$f_{1}-f_{6}$,-0.11571320041039211,0,0.5,-0.5
$f_{2}-f_{3}$,-0.430991313898073,0,0.5,-0.5
$f_{2}-f_{4}$,-0.01270104379173826,0,0.5,-0.5
$f_{2}-f_{5}$,-0.4682813140059164,0,0.5,-0.5
$f_{2}-f_{6}$,0.06524042241154315,0,0.5,-0.5
$f_{3}-f_{4}$,0.16018183822281734,0,0.5,-0.5
$f_{3}-f_{5}$,-0.07682959345870492,0,0.5,-0.5
$f_{3}-f_{6}$,-0.1527436298751398,0,0.5,-0.5
$f_{4}-f_{5}$,-0.17130378992517015,0,0.5,-0.5
$f_{4}-f_{6}$,-0.009489855862701681,0,0.5,-0.5
$f_{5}-f_{6}$,0.029048749292051212,0,0.5,-0.5
