obj,res,zero,up,down
$f_{1}-f_{2}$,0.04673011338413978,0,0.5,-0.5
$f_{1}-f_{3}$,-0.11749878634749583,0,0.5,-0.5
$f_{1}-f_{4}$,-0.07032090719841187,0,0.5,-0.5
$f_{1}-f_{5}$,-0.07060618454977531,0,0.5,-0.5
$f_{1}-f_{6}$,-0.018149174193733266,0,0.5,-0.5
$f_{2}-f_{3}$,-0.3490541715347901,0,0.5,-0.5
$f_{2}-f_{4}$,-0.2223027685421218,0,0.5,-0.5
$f_{2}-f_{5}$,-0.043168481990883724,0,0.5,-0.5
$f_{2}-f_{6}$,-0.0815616422372125,0,0.5,-0.5
$f_{3}-f_{4}$,0.47902860010625525,0,0.5,-0.5
$f_{3}-f_{5}$,-0.29838811303782287,0,0.5,-0.5
$f_{3}-f_{6}$,0.03069917085409864,0,0.5,-0.5
$f_{4}-f_{5}$,-0.46944422377561823,0,0.5,-0.5
$f_{4}-f_{6}$,0.019778749419477045,0,0.5,-0.5
$f_{5}-f_{6}$,-0.013048295196283321,0,0.5,-0.5
