obj,res,zero,up,down
$f_{1}-f_{2}$,-0.11717939145398552,0,0.5,-0.5
$f_{1}-f_{3}$,-0.28460270412680005,0,0.5,-0.5
$f_{1}-f_{4}$,-0.2250328524149513,0,0.5,-0.5
$f_{1}-f_{5}$,-0.05633803349777496,0,0.5,-0.5
$f_{1}-f_{6}$,-0.11221879517709502,0,0.5,-0.5
$f_{2}-f_{3}$,-0.33386612800386234,0,0.5,-0.5
$f_{2}-f_{4}$,-0.1615255958727426,0,0.5,-0.5
$f_{2}-f_{5}$,-0.2542017975750565,0,0.5,-0.5
$f_{2}-f_{6}$,-0.06740224729755298,0,0.5,-0.5
$f_{3}-f_{4}$,0.32427120737271486,0,0.5,-0.5
$f_{3}-f_{5}$,-0.03701472175652847,0,0.5,-0.5
$f_{3}-f_{6}$,0.16989772701949854,0,0.5,-0.5
$f_{4}-f_{5}$,-0.15839810706618399,0,0.5,-0.5
$f_{4}-f_{6}$,0.07050366997758888,0,0.5,-0.5
$f_{5}-f_{6}$,-0.08617604458179705,0,0.5,-0.5
