obj,res,zero,up,down
$f_{1}-f_{2}$,0.07923976707591779,0,0.5,-0.5
$f_{1}-f_{3}$,-0.057758920705486216,0,0.5,-0.5
$f_{1}-f_{4}$,0.022250959523184538,0,0.5,-0.5
$f_{1}-f_{5}$,-0.05630202836088356,0,0.5,-0.5
$f_{1}-f_{6}$,0.016489412085475864,0,0.5,-0.5
$f_{2}-f_{3}$,-0.27161415978088427,0,0.5,-0.5
$f_{2}-f_{4}$,-0.10204781512364239,0,0.5,-0.5
$f_{2}-f_{5}$,-0.1558245055768776,0,0.5,-0.5
$f_{2}-f_{6}$,0.01631809604469682,0,0.5,-0.5
$f_{3}-f_{4}$,0.42858438761783496,0,0.5,-0.5
$f_{3}-f_{5}$,-0.4456251616458352,0,0.5,-0.5
$f_{3}-f_{6}$,-0.0032503501136664907,0,0.5,-0.5
$f_{4}-f_{5}$,-0.6006064167045526,0,0.5,-0.5
$f_{4}-f_{6}$,0.033094483079412505,0,0.5,-0.5
$f_{5}-f_{6}$,-0.0503999124136701,0,0.5,-0.5
