obj,res,zero,up,down
$f_{1}-f_{2}$,0.06473879302240347,0,0.5,-0.5
$f_{1}-f_{3}$,-0.0883795641655269,0,0.5,-0.5
$f_{1}-f_{4}$,-0.0431434620428946,0,0.5,-0.5
$f_{1}-f_{5}$,-0.011223178892986026,0,0.5,-0.5
$f_{1}-f_{6}$,-0.0406685969222425,0,0.5,-0.5
$f_{2}-f_{3}$,-0.22815576607497712,0,0.5,-0.5
$f_{2}-f_{4}$,-0.031651281376256606,0,0.5,-0.5
$f_{2}-f_{5}$,-0.20613255848757586,0,0.5,-0.5
$f_{2}-f_{6}$,0.008061123799954011,0,0.5,-0.5
$f_{3}-f_{4}$,0.4003510965290868,0,0.5,-0.5
$f_{3}-f_{5}$,-0.42197998168420336,0,0.5,-0.5
$f_{3}-f_{6}$,0.06264052766367027,0,0.5,-0.5
$f_{4}-f_{5}$,-0.6191780545716324,0,0.5,-0.5
$f_{4}-f_{6}$,0.059246243688817736,0,0.5,-0.5
$f_{5}-f_{6}$,-0.08933483067985457,0,0.5,-0.5
