obj,res,zero,up,down
$f_{1}-f_{2}$,0.07198773324357366,0,0.5,-0.5
$f_{1}-f_{3}$,-0.033553880328135305,0,0.5,-0.5
$f_{1}-f_{4}$,-0.00744916716169977,0,0.5,-0.5
$f_{1}-f_{5}$,-0.021356231765041384,0,0.5,-0.5
$f_{1}-f_{6}$,-0.06281299305563381,0,0.5,-0.5
$f_{2}-f_{3}$,-0.12994620923106553,0,0.5,-0.5
$f_{2}-f_{4}$,-0.017494739498817864,0,0.5,-0.5
$f_{2}-f_{5}$,-0.08596370448037711,0,0.5,-0.5
$f_{2}-f_{6}$,-0.01221054279771828,0,0.5,-0.5
$f_{3}-f_{4}$,0.5467868066529601,0,0.5,-0.5
$f_{3}-f_{5}$,-0.6871912590168954,0,0.5,-0.5
$f_{3}-f_{6}$,-0.0720294931093656,0,0.5,-0.5
$f_{4}-f_{5}$,-0.6618267887969886,0,0.5,-0.5
$f_{4}-f_{6}$,-0.015389411359769548,0,0.5,-0.5
$f_{5}-f_{6}$,0.011962245438668062,0,0.5,-0.5
